scenario_name,rainfall_mm,gauge_level_m,call_volume,risk_label,regime
Synthetic_SEVERE_Sample_0220,112.1,4.93,373,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0221,142.2,5.08,391,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0222,114.8,5.55,386,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0223,127.8,5.64,300,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0224,124.3,5.35,285,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0225,124.7,4.74,302,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0226,122.3,5.32,318,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0227,127.2,5.65,389,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0228,114.4,4.9,266,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0229,117.9,5.28,284,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0230,100.4,5.23,345,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0231,141.4,5.19,307,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0232,108.4,5.42,279,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0233,141.0,4.64,310,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0234,135.1,5.52,506,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0235,136.1,4.99,327,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0236,90.0,5.4,280,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0237,148.4,5.19,326,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0238,114.7,6.22,313,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0239,168.3,5.8,364,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0240,136.5,5.61,209,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0241,122.5,5.82,330,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0242,98.0,5.41,443,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0243,155.6,5.41,394,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0244,120.6,4.67,274,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0245,162.4,5.32,318,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0246,122.0,6.29,438,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0247,176.7,5.37,352,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0248,95.6,6.1,258,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0249,133.2,4.95,295,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0250,110.3,5.17,299,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0251,116.6,5.81,262,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0252,133.3,5.98,300,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0253,112.9,5.33,409,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0254,132.7,5.2,364,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0255,104.6,5.74,359,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0256,121.8,5.06,276,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0257,140.1,5.99,292,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0258,138.5,4.5,296,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0259,127.8,5.03,273,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0260,114.0,5.57,321,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0261,79.9,4.49,294,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0262,138.5,4.21,301,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0263,117.1,6.06,309,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0264,136.8,5.5,196,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0265,145.2,5.53,366,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0266,213.7,4.5,444,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0267,122.3,5.57,330,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0268,119.3,5.18,354,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0269,95.6,5.77,306,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0270,104.0,5.24,414,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0271,116.9,5.6,286,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0272,145.0,5.75,452,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0273,124.7,5.74,340,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0274,156.6,5.12,381,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0275,124.3,5.41,339,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0276,134.0,5.39,347,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0277,162.8,5.88,389,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0278,118.6,5.04,395,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0279,147.5,6.1,294,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0280,123.5,4.7,308,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0281,150.2,5.23,374,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0282,124.4,5.58,260,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0283,130.4,4.1,321,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0284,93.1,5.98,383,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0285,138.6,6.12,272,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0286,166.4,5.86,318,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0287,153.2,4.94,280,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0288,115.3,5.2,265,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0289,155.1,5.32,356,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0290,116.1,4.62,351,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0291,87.0,5.41,245,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0292,171.7,5.85,340,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0293,156.0,5.06,368,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0294,132.9,5.56,415,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0295,144.4,5.57,227,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0296,107.7,5.38,339,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0297,104.0,6.52,431,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0298,141.6,5.47,320,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0299,107.9,5.47,350,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0300,101.6,5.59,323,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0301,87.1,5.05,307,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0302,169.5,5.69,247,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0303,139.1,4.74,403,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0304,118.3,5.4,418,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0305,100.6,4.81,296,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0306,151.1,4.76,151,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0307,118.7,5.69,410,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0308,118.5,5.25,407,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0309,87.9,5.26,345,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0310,138.3,5.21,335,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0311,74.5,5.14,362,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0312,107.2,5.46,362,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0313,121.1,5.51,271,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0314,124.0,5.71,343,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0315,115.8,5.54,379,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0316,84.0,5.96,312,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0317,137.8,5.97,245,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0318,113.1,5.31,283,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0319,166.2,5.05,298,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0320,133.0,4.9,308,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0321,135.4,5.29,327,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0322,117.0,4.76,354,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0323,166.6,5.45,348,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0324,143.6,4.87,442,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0325,132.9,6.17,286,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0326,168.0,5.79,369,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0327,133.6,5.33,410,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0328,131.6,4.56,262,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0329,124.5,5.58,330,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0330,155.0,4.56,342,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0331,89.1,5.78,327,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0332,137.6,5.05,415,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0333,151.1,5.7,325,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0334,141.1,5.12,388,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0335,164.3,5.92,286,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0336,136.4,4.86,370,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0337,138.3,4.6,259,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0338,122.4,5.3,256,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0339,137.0,5.55,321,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0340,112.1,5.91,439,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0341,118.0,5.16,365,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0342,120.7,5.38,381,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0343,87.1,6.03,338,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0344,119.6,5.4,331,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0345,90.9,6.11,336,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0346,138.1,5.86,268,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0347,138.8,5.32,388,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0348,82.3,5.39,295,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0349,137.9,5.65,288,SEVERE,Baseline Distribution Sample
Synthetic_SEVERE_Sample_0350,113.1,5.39,276,SEVERE,Baseline Distribution Sample
Hyper-Deluge & Total Grid Blackout,244.4,7.51,599,SEVERE,Targeted Compound Blind Spot
Adversarial Submerged Sensor (0.0m Gauge),180.0,0.0,517,SEVERE,Targeted Compound Blind Spot
4.8m Astronomical Spring Tide Outfall Lock,95.0,5.85,320,SEVERE,Targeted Compound Blind Spot
Upstream Dam Spillway & Arterial Bridge Scour,165.0,6.8,572,SEVERE,Targeted Compound Blind Spot
Rapid Flash Inundation (+2.5m in 45 min),150.0,6.25,490,SEVERE,Targeted Compound Blind Spot
Dual-Basin Concurrent Inundation & Comm Collapse,175.0,6.6,530,SEVERE,Targeted Compound Blind Spot
